WZ CODE;WZ;Jahr;Monat;Betriebe;Beschäftigte;Geleistete Arbeitsstunden;Bruttolohn- und -gehaltssumme;Umsatz;Inlandsumsatz;Auslandsumsatz;Auslandsumsatz mit der Eurozone;Auslandsumsatz mit dem sonstigen Ausland;Anteil_Auslandsumsatz
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2023,0;Oktober;124,0;29921,0;3659000,0;144030000,0;701896000,0;157692000,0;544204000,0;120862000,0;423342000,0;0,7753342375508623
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2023,0;November;124,0;29928,0;3876000,0;183718000,0;753191000,0;185726000,0;567464000,0;214699000,0;352765000,0;0,7534131448729472
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2023,0;Dezember;124,0;29805,0;2985000,0;152062000,0;1175836000,0;203638000,0;972198000,0;225193000,0;747005000,0;0,8268142836245871
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2024,0;Januar;120,0;29272,0;3736000,0;141489000,0;486017000,0;132600000,0;353417000,0;99525000,0;253892000,0;0,7271700372620711
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2024,0;Februar;120,0;29194,0;3744000,0;150261000,0;605851000,0;120203000,0;485649000,0;117377000,0;368272000,0;0,8015980826969007
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2024,0;März;121,0;29220,0;3548000,0;144738000,0;686444000,0;145272000,0;541173000,0;142704000,0;398469000,0;0,7883716661519367
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2024,0;April;121,0;29137,0;3733000,0;153989000,0;744811000,0;180177000,0;564634000,0;147677000,0;416957000,0;0,7580903074739767
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2024,0;Mai;121,0;29091,0;3166000,0;148571000,0;574044000,0;127645000,0;446399000,0;127992000,0;318407000,0;0,7776389963138715
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2024,0;Juni;121,0;29016,0;3459000,0;175188000,0;873809000,0;154020000,0;719789000,0;166842000,0;552947000,0;0,8237372240386629
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2024,0;Juli;121,0;28935,0;3800000,0;162410000,0;663672000,0;167253000,0;496419000,0;125286000,0;371134000,0;0,7479884641811015
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2024,0;August;121,0;28965,0;3092000,0;143342000,0;542962000,0;109069000,0;433893000,0;117569000,0;316324000,0;0,7991222221812945
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2024,0;September;121,0;29192,0;3552000,0;143945000,0;694208000,0;149498000,0;544710000,0;133394000,0;411316000,0;0,7846495574813313
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2024,0;Oktober;121,0;29047,0;3648000,0;141002000,0;726266000,0;132067000,0;594199000,0;174312000,0;419887000,0;0,8181561576612426
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2024,0;November;121,0;28947,0;3590000,0;180476000,0;793153000,0;162992000,0;630162000,0;145098000,0;485064000,0;0,794502447825325
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2024,0;Dezember;121,0;28817,0;2800000,0;149859000,0;1132358000,0;162551000,0;969807000,0;473112000,0;496695000,0;0,8564491088507344
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2025,0;Januar;119,0;28646,0;3595000,0;142759000,0;408110000,0;93781000,0;314329000,0;107952000,0;206377000,0;0,7702065619563353
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2025,0;Februar;119,0;28452,0;3482000,0;151529000,0;501489000,0;111229000,0;390260000,0;125988000,0;264272000,0;0,7782025129165345
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2025,0;März;118,0;28255,0;3553000,0;150146000,0;559542000,0;114136000,0;445405000,0;128061000,0;317344000,0;0,796017099699397
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2025,0;April;118,0;27999,0;3336000,0;160418000,0;582951000,0;114552000,0;468399000,0;131624000,0;336775000,0;0,8034963487497234
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2025,0;Mai;118,0;27782,0;3247000,0;142962000,0;651855000,0;105378000,0;546477000,0;127179000,0;419298000,0;0,8383413489196216
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2025,0;Juni;118,0;27683,0;3006000,0;169997000,0;732261000,0;114254000,0;618007000,0;123945000,0;494062000,0;0,8439709338610141
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2025,0;Juli;117,0;27500,0;3583000,0;154825000,0;642077000,0;118158000,0;523918000,0;172410000,0;351508000,0;0,8159737850756218
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2025,0;August;117,0;27513,0;2847000,0;138160000,0;682152000,0;100272000,0;581880000,0;150397000,0;431483000,0;0,853006368082187
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2025,0;September;117,0;27636,0;3500000,0;138328000,0;882113000,0;126851000,0;755262000,0;148432000,0;606829000,0;0,856196428348749
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2025,0;Oktober;117,0;27547,0;3577000,0;141203000,0;615846000,0;135598000,0;480248000,0;126171000,0;354077000,0;0,7798183312061782
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2025,0;November;117,0;27382,0;3381000,0;180716000,0;747680000,0;171591000,0;576089000,0;167824000,0;408264000,0;0,770502086454098
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2025,0;Dezember;117,0;27274,0;2747000,0;146038000,0;1009908000,0;200182000,0;809725000,0;179943000,0;629782000,0;0,8017809543047486
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2026,0;Januar;113,0;26693,0;3188000,0;139360000,0;378142000,0;102692000,0;275449000,0;76372000,0;199077000,0;0,7284274161558356
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2026,0;Februar;113,0;26499,0;3239000,0;141802000,0;455422000,0;102139000,0;353283000,0;104530000,0;248753000,0;0,7757266886536004
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2026,0;März;115,0;26384,0;3578000,0;136272000,0;707097000,0;144621000,0;562476000,0;182774000,0;379702000,0;0,7954721912269462
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2026,0;April;115,0;26311,0;3230000,0;158492000,0;554461000,0;91777000,0;462683000,0;118250000,0;344434000,0;0,8344734796496056
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2026,0;Mai;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2026,0;Juni;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2026,0;Juli;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2026,0;August;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2026,0;September;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2026,0;Oktober;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2026,0;November;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-2896;H.v. Maschinen f.d.Verarb.v.Kunststoff u.Kautschuk;2026,0;Dezember;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2015,0;Januar;25,0;25333,0;2847000,0;105256000,0;185861000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2015,0;Februar;25,0;24977,0;2713000,0;115299000,0;190654000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2015,0;März;25,0;24829,0;2966000,0;101324000,0;193209000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2015,0;April;25,0;24564,0;2690000,0;112409000,0;182031000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2015,0;Mai;25,0;24348,0;2446000,0;110826000,0;168244000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2015,0;Juni;25,0;24188,0;2686000,0;95047000,0;187971000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2015,0;Juli;25,0;23940,0;2607000,0;96057000,0;202556000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2015,0;August;25,0;23752,0;2521000,0;92463000,0;199340000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2015,0;September;25,0;23656,0;2714000,0;92898000,0;216088000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2015,0;Oktober;25,0;23422,0;2693000,0;128783000,0;234419000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2015,0;November;25,0;23210,0;2712000,0;116177000,0;216828000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2015,0;Dezember;25,0;22829,0;2217000,0;92990000,0;232412000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2016,0;Januar;24,0;22599,0;2668000,0;90454000,0;184261000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2016,0;Februar;23,0;21345,0;2483000,0;105918000,0;163673000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2016,0;März;23,0;21217,0;2494000,0;87252000,0;176734000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2016,0;April;23,0;21009,0;2529000,0;97294000,0;166117000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2016,0;Mai;23,0;20847,0;2217000,0;98427000,0;161671000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2016,0;Juni;23,0;20684,0;2445000,0;81851000,0;166811000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2016,0;Juli;23,0;20424,0;2137000,0;83363000,0;173040000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2016,0;August;23,0;20319,0;2231000,0;81006000,0;169261000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2016,0;September;23,0;20191,0;2287000,0;83745000,0;174054000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2016,0;Oktober;23,0;19950,0;2116000,0;114216000,0;188086000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2016,0;November;23,0;19805,0;2365000,0;106215000,0;198986000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2016,0;Dezember;22,0;19598,0;2082000,0;87580000,0;221557000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2017,0;Januar;23,0;19647,0;2506000,0;79944000,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2017,0;Februar;23,0;19477,0;2210000,0;95312000,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2017,0;März;23,0;19279,0;2566000,0;85818000,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2017,0;April;23,0;19319,0;2024000,0;96099000,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2017,0;Mai;23,0;18919,0;2235000,0;92234000,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2017,0;Juni;23,0;18754,0;2090000,0;78150000,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2017,0;Juli;23,0;18619,0;2068000,0;79913000,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2017,0;August;23,0;18545,0;2102000,0;77541000,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2017,0;September;23,0;18359,0;2060000,0;76479000,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2017,0;Oktober;23,0;18288,0;2015000,0;105136000,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2017,0;November;23,0;18099,0;2183000,0;97306000,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2017,0;Dezember;23,0;17805,0;1635000,0;76306000,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2018,0;Januar;23,0;17713,0;2195000,0;75246000,0;181578000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2018,0;Februar;23,0;17555,0;1868000,0;89996000,0;184124000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2018,0;März;22,0;17382,0;1994000,0;77501000,0;203305000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2018,0;April;22,0;17213,0;1842000,0;93137000,0;182343000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2018,0;Mai;22,0;17066,0;1809000,0;89835000,0;181383000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2018,0;Juni;22,0;16932,0;1881000,0;70859000,0;187414000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2018,0;Juli;22,0;16826,0;1891000,0;73001000,0;188673000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2018,0;August;22,0;16778,0;1947000,0;70305000,0;189048000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2018,0;September;22,0;16667,0;1851000,0;69347000,0;184535000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2018,0;Oktober;22,0;16497,0;1933000,0;96981000,0;201123000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2018,0;November;22,0;16364,0;1971000,0;89807000,0;198512000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2018,0;Dezember;22,0;16000,0;1475000,0;75917000,0;249008000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2019,0;Januar;15,0;11848,0;1631000,0;51670000,0;146163000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2019,0;Februar;14,0;11821,0;1459000,0;70725000,0;146308000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2019,0;März;14,0;11746,0;1505000,0;51440000,0;143838000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2019,0;April;14,0;11694,0;1403000,0;77543000,0;148388000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2019,0;Mai;14,0;11685,0;1450000,0;52191000,0;148210000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2019,0;Juni;14,0;11630,0;1280000,0;51837000,0;144297000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2019,0;Juli;14,0;11555,0;1382000,0;51543000,0;147024000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2019,0;August;14,0;11648,0;1358000,0;51309000,0;143156000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2019,0;September;14,0;11603,0;1342000,0;49898000,0;146133000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2019,0;Oktober;14,0;11531,0;1364000,0;72839000,0;153728000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2019,0;November;14,0;11466,0;1392000,0;67666000,0;164383000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2019,0;Dezember;14,0;11415,0;1101000,0;51119000,0;168628000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2020,0;Januar;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2020,0;Februar;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2020,0;März;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2020,0;April;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2020,0;Mai;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2020,0;Juni;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2020,0;Juli;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2020,0;August;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2020,0;September;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2020,0;Oktober;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2020,0;November;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2020,0;Dezember;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-05;Kohlenbergbau;2021,0;Januar;14,0;10909,0;1350000,0;46728000,0;140019000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2021,0;Februar;14,0;10761,0;1289000,0;69109000,0;133997000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2021,0;März;14,0;10658,0;1415000,0;52037000,0;132290000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2021,0;April;14,0;10320,0;1231000,0;63873000,0;134178000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2021,0;Mai;14,0;10197,0;1131000,0;47645000,0;131860000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2021,0;Juni;14,0;10158,0;1241000,0;47978000,0;147161000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2021,0;Juli;14,0;9947,0;1146000,0;47265000,0;137796000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2021,0;August;14,0;9946,0;1126000,0;47371000,0;138311000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2021,0;September;14,0;9904,0;1196000,0;49962000,0;158997000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2021,0;Oktober;14,0;9701,0;1165000,0;67225000,0;165576000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2021,0;November;14,0;9638,0;1243000,0;63900000,0;171761000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2021,0;Dezember;14,0;9584,0;1017000,0;49133000,0;227324000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2022,0;Januar;13,0;8574,0;1157000,0;41378000,0;172486000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2022,0;Februar;13,0;8566,0;1049000,0;53548000,0;156056000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2022,0;März;13,0;8570,0;1192000,0;43786000,0;199481000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2022,0;April;13,0;8577,0;1023000,0;55899000,0;179951000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2022,0;Mai;13,0;8538,0;1076000,0;42388000,0;192365000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2022,0;Juni;13,0;8533,0;1048000,0;42497000,0;204490000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2022,0;Juli;13,0;8454,0;975000,0;44308000,0;189530000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2022,0;August;13,0;8519,0;1036000,0;43577000,0;207952000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2022,0;September;13,0;8563,0;1069000,0;45739000,0;203835000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2022,0;Oktober;13,0;8382,0;1019000,0;56209000,0;198426000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2022,0;November;13,0;8462,0;1103000,0;59717000,0;212779000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2022,0;Dezember;13,0;8473,0;922000,0;46947000,0;271665000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2023,0;Januar;12,0;8523,0;1168000,0;43122000,0;202729000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2023,0;Februar;13,0;8621,0;1034000,0;43735000,0;210476000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2023,0;März;14,0;8624,0;1201000,0;60716000,0;197133000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2023,0;April;14,0;8593,0;970000,0;77248000,0;189438000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2023,0;Mai;13,0;8524,0;1009000,0;44752000,0;177779000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2023,0;Juni;13,0;8523,0;1038000,0;44216000,0;203861000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2023,0;Juli;13,0;8432,0;954000,0;44245000,0;173785000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2023,0;August;13,0;8595,0;987000,0;42166000,0;187786000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2023,0;September;13,0;8451,0;1002000,0;44754000,0;211280000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2023,0;Oktober;13,0;8353,0;945000,0;86751000,0;221582000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2023,0;November;13,0;8370,0;1051000,0;64455000,0;270240000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2023,0;Dezember;13,0;8336,0;845000,0;44889000,0;240023000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2024,0;Januar;13,0;8285,0;1125000,0;43355000,0;186015000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2024,0;Februar;13,0;8243,0;1013000,0;44986000,0;172582000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2024,0;März;14,0;8316,0;1028000,0;60423000,0;182779000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2024,0;April;14,0;8093,0;1022000,0;60649000,0;161890000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2024,0;Mai;14,0;8079,0;916000,0;47951000,0;167761000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2024,0;Juni;14,0;8052,0;931000,0;43132000,0;179354000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2024,0;Juli;14,0;7975,0;943000,0;43580000,0;179437000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2024,0;August;13,0;7885,0;902000,0;43303000,0;189827000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2024,0;September;13,0;7863,0;941000,0;46998000,0;230730000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2024,0;Oktober;13,0;7762,0;938000,0;60722000,0;203132000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2024,0;November;13,0;7731,0;955000,0;58117000,0;200615000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2024,0;Dezember;13,0;7661,0;789000,0;46506000,0;210583000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2025,0;Januar;13,0;7569,0;1010000,0;42518000,0;159671000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2025,0;Februar;13,0;7535,0;900000,0;40674000,0;161495000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2025,0;März;13,0;7514,0;967000,0;53993000,0;162275000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2025,0;April;13,0;7403,0;885000,0;64070000,0;136763000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2025,0;Mai;13,0;7397,0;869000,0;45688000,0;133441000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2025,0;Juni;13,0;7438,0;855000,0;43207000,0;138501000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2025,0;Juli;13,0;7396,0;911000,0;42927000,0;142522000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2025,0;August;13,0;7412,0;816000,0;42000000,0;130281000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2025,0;September;13,0;7425,0;901000,0;41765000,0;146620000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2025,0;Oktober;13,0;7380,0;885000,0;56694000,0;162177000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2025,0;November;13,0;7401,0;904000,0;56490000,0;163764000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2025,0;Dezember;13,0;7345,0;757000,0;46182000,0;171847000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2026,0;Januar;14,0;8340,0;1054000,0;47209000,0;122692000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2026,0;Februar;14,0;8295,0;1030000,0;44559000,0;114339000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2026,0;März;14,0;8276,0;1144000,0;56439000,0;123963000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2026,0;April;14,0;8183,0;1028000,0;67257000,0;115836000,0;0,0;0,0;0,0;0,0;0,0
WZ08-05;Kohlenbergbau;2026,0;Mai;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
