WZ CODE;WZ;Jahr;Monat;Betriebe;Beschäftigte;Geleistete Arbeitsstunden;Bruttolohn- und -gehaltssumme;Umsatz;Inlandsumsatz;Auslandsumsatz;Auslandsumsatz mit der Eurozone;Auslandsumsatz mit dem sonstigen Ausland;Anteil_Auslandsumsatz
WZ08-222;Herstellung von Kunststoffwaren;2015,0;Januar;1647,0;260739,0;34603000,0;775526000,0;4049096000,0;2423398000,0;1625698000,0;991828000,0;633870000,0;0,4014965315714915
WZ08-222;Herstellung von Kunststoffwaren;2015,0;Februar;1663,0;262230,0;34557000,0;766464000,0;4123659000,0;2492281000,0;1631377000,0;986263000,0;645114000,0;0,39561394382998205
WZ08-222;Herstellung von Kunststoffwaren;2015,0;März;1667,0;263803,0;37682000,0;815259000,0;4692448000,0;2881548000,0;1810900000,0;1091090000,0;719810000,0;0,38591796861680727
WZ08-222;Herstellung von Kunststoffwaren;2015,0;April;1666,0;263913,0;35395000,0;821861000,0;4501503000,0;2750579000,0;1750924000,0;1057623000,0;693301000,0;0,38896430814330235
WZ08-222;Herstellung von Kunststoffwaren;2015,0;Mai;1664,0;266811,0;33285000,0;830517000,0;4189608000,0;2556773000,0;1632834000,0;981482000,0;651353000,0;0,38973431404561
WZ08-222;Herstellung von Kunststoffwaren;2015,0;Juni;1665,0;267821,0;36562000,0;898963000,0;4779317000,0;2922982000,0;1856334000,0;1127056000,0;729278000,0;0,3884098920410594
WZ08-222;Herstellung von Kunststoffwaren;2015,0;Juli;1663,0;268887,0;37540000,0;842648000,0;4811189000,0;2979903000,0;1831286000,0;1094577000,0;736709000,0;0,38063065076013436
WZ08-222;Herstellung von Kunststoffwaren;2015,0;August;1664,0;271164,0;33710000,0;811255000,0;4102874000,0;2547829000,0;1555045000,0;895705000,0;659340000,0;0,37901358901102006
WZ08-222;Herstellung von Kunststoffwaren;2015,0;September;1664,0;271238,0;37277000,0;817831000,0;4733802000,0;2920170000,0;1813631000,0;1085117000,0;728514000,0;0,3831235442462528
WZ08-222;Herstellung von Kunststoffwaren;2015,0;Oktober;1661,0;270623,0;38028000,0;831915000,0;4808486000,0;2967972000,0;1840514000,0;1111221000,0;729293000,0;0,3827637223026125
WZ08-222;Herstellung von Kunststoffwaren;2015,0;November;1661,0;270353,0;37541000,0;1098890000,0;4624772000,0;2862029000,0;1762743000,0;1068664000,0;694078000,0;0,38115241140536227
WZ08-222;Herstellung von Kunststoffwaren;2015,0;Dezember;1663,0;269170,0;31837000,0;856329000,0;3565583000,0;2174243000,0;1391340000,0;796916000,0;594424000,0;0,3902138864808364
WZ08-222;Herstellung von Kunststoffwaren;2016,0;Januar;1663,0;268656,0;34805000,0;814286000,0;4061082000,0;2413695000,0;1647387000,0;1016623000,0;630764000,0;0,40565223750714713
WZ08-222;Herstellung von Kunststoffwaren;2016,0;Februar;1687,0;270717,0;37201000,0;816378000,0;4467496000,0;2707253000,0;1760244000,0;1059945000,0;700299000,0;0,3940113208831077
WZ08-222;Herstellung von Kunststoffwaren;2016,0;März;1695,0;272101,0;37661000,0;864380000,0;4696581000,0;2855530000,0;1841050000,0;1105984000,0;735067000,0;0,39199792359590946
WZ08-222;Herstellung von Kunststoffwaren;2016,0;April;1696,0;272275,0;37865000,0;862938000,0;4736718000,0;2893558000,0;1843160000,0;1099343000,0;743817000,0;0,38912175054541986
WZ08-222;Herstellung von Kunststoffwaren;2016,0;Mai;1698,0;272310,0;34879000,0;869612000,0;4473452000,0;2699748000,0;1773705000,0;1069656000,0;704048000,0;0,3964958157592839
WZ08-222;Herstellung von Kunststoffwaren;2016,0;Juni;1699,0;273269,0;38491000,0;938459000,0;5011066000,0;3066112000,0;1944954000,0;1177398000,0;767556000,0;0,38813178672961
WZ08-222;Herstellung von Kunststoffwaren;2016,0;Juli;1699,0;275204,0;35892000,0;864197000,0;4491176000,0;2792163000,0;1699013000,0;1013629000,0;685384000,0;0,3783002491997642
WZ08-222;Herstellung von Kunststoffwaren;2016,0;August;1698,0;276940,0;36562000,0;864817000,0;4558405000,0;2831013000,0;1727393000,0;998920000,0;728473000,0;0,3789468026645285
WZ08-222;Herstellung von Kunststoffwaren;2016,0;September;1697,0;277163,0;37918000,0;850061000,0;4921284000,0;3032805000,0;1888479000,0;1137109000,0;751371000,0;0,3837370491115733
WZ08-222;Herstellung von Kunststoffwaren;2016,0;Oktober;1696,0;276031,0;36204000,0;855345000,0;4578660000,0;2791595000,0;1787065000,0;1066682000,0;720382000,0;0,3903030580999681
WZ08-222;Herstellung von Kunststoffwaren;2016,0;November;1695,0;275856,0;38734000,0;1154541000,0;4876659000,0;2992607000,0;1884053000,0;1123684000,0;760369000,0;0,38634093546421844
WZ08-222;Herstellung von Kunststoffwaren;2016,0;Dezember;1695,0;275073,0;32462000,0;886061000,0;3778333000,0;2327466000,0;1450866000,0;858617000,0;592249000,0;0,3839963285395967
WZ08-222;Herstellung von Kunststoffwaren;2017,0;Januar;1683,0;275060,0;37383000,0;851984000,0;4409462000,0;2613677000,0;1795785000,0;1082859000,0;712926000,0;0,4072571665205415
WZ08-222;Herstellung von Kunststoffwaren;2017,0;Februar;1704,0;277279,0;36508000,0;846588000,0;4436888000,0;2637317000,0;1799571000,0;1084092000,0;715478000,0;0,40559306432797043
WZ08-222;Herstellung von Kunststoffwaren;2017,0;März;1717,0;278885,0;40949000,0;916121000,0;5272684000,0;3181856000,0;2090828000,0;1250279000,0;840549000,0;0,3965395991870554
WZ08-222;Herstellung von Kunststoffwaren;2017,0;April;1719,0;279331,0;34947000,0;896183000,0;4447255000,0;2674647000,0;1772608000,0;1061509000,0;711099000,0;0,3985847449718984
WZ08-222;Herstellung von Kunststoffwaren;2017,0;Mai;1720,0;279197,0;38474000,0;930281000,0;5049730000,0;3030861000,0;2018869000,0;1200202000,0;818667000,0;0,3997974149112923
WZ08-222;Herstellung von Kunststoffwaren;2017,0;Juni;1718,0;280246,0;36738000,0;976029000,0;4944278000,0;2940851000,0;2003427000,0;1187770000,0;815657000,0;0,40520112339961467
WZ08-222;Herstellung von Kunststoffwaren;2017,0;Juli;1717,0;282385,0;36690000,0;900698000,0;4751446000,0;2899118000,0;1852329000,0;1095532000,0;756796000,0;0,38984532287644647
WZ08-222;Herstellung von Kunststoffwaren;2017,0;August;1717,0;284720,0;37567000,0;896273000,0;4823709000,0;2965876000,0;1857833000,0;1053372000,0;804462000,0;0,3851461603508835
WZ08-222;Herstellung von Kunststoffwaren;2017,0;September;1717,0;284999,0;37559000,0;882242000,0;4952875000,0;3021776000,0;1931100000,0;1151126000,0;779973000,0;0,3898947580950458
WZ08-222;Herstellung von Kunststoffwaren;2017,0;Oktober;1716,0;284558,0;36901000,0;904934000,0;4853526000,0;2925285000,0;1928241000,0;1164757000,0;763483000,0;0,3972866324400034
WZ08-222;Herstellung von Kunststoffwaren;2017,0;November;1716,0;284741,0;39565000,0;1220006000,0;5209963000,0;3168443000,0;2041520000,0;1243804000,0;797716000,0;0,39184923194272203
WZ08-222;Herstellung von Kunststoffwaren;2017,0;Dezember;1715,0;283691,0;31865000,0;926330000,0;3778603000,0;2294550000,0;1484053000,0;856112000,0;627941000,0;0,39275176566577646
WZ08-222;Herstellung von Kunststoffwaren;2018,0;Januar;1707,0;285133,0;39495000,0;904934000,0;4892557000,0;2882023000,0;2010534000,0;1224162000,0;786373000,0;0,4109372665458982
WZ08-222;Herstellung von Kunststoffwaren;2018,0;Februar;1728,0;287645,0;37386000,0;892650000,0;4742273000,0;2791158000,0;1951115000,0;1195489000,0;755626000,0;0,4114303415260994
WZ08-222;Herstellung von Kunststoffwaren;2018,0;März;1733,0;289549,0;39161000,0;948852000,0;5125110000,0;3059013000,0;2066097000,0;1260904000,0;805192000,0;0,40313222545467314
WZ08-222;Herstellung von Kunststoffwaren;2018,0;April;1733,0;289445,0;37982000,0;949554000,0;4968245000,0;2968913000,0;1999332000,0;1217417000,0;781914000,0;0,40242218328604973
WZ08-222;Herstellung von Kunststoffwaren;2018,0;Mai;1734,0;289685,0;37291000,0;976380000,0;4954753000,0;2949311000,0;2005442000,0;1211768000,0;793673000,0;0,404751155102989
WZ08-222;Herstellung von Kunststoffwaren;2018,0;Juni;1733,0;290364,0;38589000,0;1016982000,0;5245644000,0;3131842000,0;2113802000,0;1281182000,0;832620000,0;0,4029632967849133
WZ08-222;Herstellung von Kunststoffwaren;2018,0;Juli;1732,0;293093,0;38695000,0;956582000,0;5053573000,0;3059631000,0;1993943000,0;1177702000,0;816241000,0;0,39456103632024314
WZ08-222;Herstellung von Kunststoffwaren;2018,0;August;1732,0;294916,0;38432000,0;941454000,0;4882422000,0;3006553000,0;1875869000,0;1091672000,0;784197000,0;0,38420869806010216
WZ08-222;Herstellung von Kunststoffwaren;2018,0;September;1732,0;295098,0;37594000,0;920836000,0;4821362000,0;2941672000,0;1879689000,0;1124868000,0;754822000,0;0,38986680527203726
WZ08-222;Herstellung von Kunststoffwaren;2018,0;Oktober;1730,0;294673,0;40414000,0;965183000,0;5331347000,0;3226626000,0;2104720000,0;1270046000,0;834674000,0;0,39478203163290626
WZ08-222;Herstellung von Kunststoffwaren;2018,0;November;1729,0;294138,0;40063000,0;1276233000,0;5198783000,0;3147595000,0;2051188000,0;1240868000,0;810320000,0;0,39455157101190796
WZ08-222;Herstellung von Kunststoffwaren;2018,0;Dezember;1728,0;292508,0;31798000,0;972187000,0;3594264000,0;2169733000,0;1424532000,0;824002000,0;600530000,0;0,396334826824073
WZ08-222;Herstellung von Kunststoffwaren;2019,0;Januar;1728,0;291440,0;40208000,0;949298000,0;4865950000,0;2879873000,0;1986077000,0;1221620000,0;764457000,0;0,408158119175084
WZ08-222;Herstellung von Kunststoffwaren;2019,0;Februar;1745,0;292504,0;38228000,0;926944000,0;4787729000,0;2832820000,0;1954909000,0;1186327000,0;768582000,0;0,40831655258683186
WZ08-222;Herstellung von Kunststoffwaren;2019,0;März;1764,0;293581,0;39680000,0;971103000,0;5171063000,0;3108283000,0;2062780000,0;1261165000,0;801615000,0;0,3989083095680714
WZ08-222;Herstellung von Kunststoffwaren;2019,0;April;1765,0;293254,0;38329000,0;986466000,0;5013347000,0;3002879000,0;2010467000,0;1214624000,0;795843000,0;0,4010229094455261
WZ08-222;Herstellung von Kunststoffwaren;2019,0;Mai;1766,0;292623,0;39534000,0;1002035000,0;5148310000,0;3089588000,0;2058723000,0;1254397000,0;804326000,0;0,39988326266289326
WZ08-222;Herstellung von Kunststoffwaren;2019,0;Juni;1766,0;292203,0;35105000,0;1048218000,0;4668729000,0;2772046000,0;1896683000,0;1154694000,0;741989000,0;0,40625253682533297
WZ08-222;Herstellung von Kunststoffwaren;2019,0;Juli;1765,0;293387,0;39861000,0;992558000,0;5169805000,0;3141887000,0;2027918000,0;1215966000,0;811952000,0;0,392261990539295
WZ08-222;Herstellung von Kunststoffwaren;2019,0;August;1765,0;294340,0;36775000,0;952883000,0;4656468000,0;2838630000,0;1817838000,0;1036187000,0;781651000,0;0,3903898834910924
WZ08-222;Herstellung von Kunststoffwaren;2019,0;September;1763,0;294057,0;38146000,0;944213000,0;5012630000,0;3018198000,0;1994432000,0;1195492000,0;798940000,0;0,3978813517055917
WZ08-222;Herstellung von Kunststoffwaren;2019,0;Oktober;1763,0;292490,0;39390000,0;973062000,0;5125217000,0;3036205000,0;2089012000,0;1271099000,0;817913000,0;0,4075948393989952
WZ08-222;Herstellung von Kunststoffwaren;2019,0;November;1763,0;290666,0;38317000,0;1266906000,0;4877911000,0;2938431000,0;1939480000,0;1177920000,0;761560000,0;0,39760463034278404
WZ08-222;Herstellung von Kunststoffwaren;2019,0;Dezember;1761,0;288750,0;31515000,0;982298000,0;3597443000,0;2162500000,0;1434943000,0;831811000,0;603132000,0;0,3988785923779751
WZ08-222;Herstellung von Kunststoffwaren;2020,0;Januar;1739,0;283844,0;38098000,0;945865000,0;4717816000,0;2771429000,0;1946388000,0;1179662000,0;766726000,0;0,41256123596172467
WZ08-222;Herstellung von Kunststoffwaren;2020,0;Februar;1746,0;283668,0;36847000,0;926334000,0;4671741000,0;2741396000,0;1930346000,0;1169044000,0;761302000,0;0,4131962795026522
WZ08-222;Herstellung von Kunststoffwaren;2020,0;März;1751,0;283539,0;38145000,0;943785000,0;5007423000,0;3007681000,0;1999741000,0;1179021000,0;820721000,0;0,39935531709623895
WZ08-222;Herstellung von Kunststoffwaren;2020,0;April;1752,0;281670,0;31544000,0;868098000,0;3973639000,0;2481174000,0;1492465000,0;853705000,0;638760000,0;0,37559149182902624
WZ08-222;Herstellung von Kunststoffwaren;2020,0;Mai;1750,0;279757,0;30988000,0;866562000,0;3927134000,0;2431483000,0;1495651000,0;889298000,0;606353000,0;0,3808505133769309
WZ08-222;Herstellung von Kunststoffwaren;2020,0;Juni;1751,0;279444,0;33089000,0;963305000,0;4469655000,0;2704695000,0;1764960000,0;1080456000,0;684504000,0;0,39487611459944894
WZ08-222;Herstellung von Kunststoffwaren;2020,0;Juli;1747,0;278709,0;35789000,0;921766000,0;4733004000,0;2856109000,0;1876895000,0;1130449000,0;746445000,0;0,39655470394700704
WZ08-222;Herstellung von Kunststoffwaren;2020,0;August;1745,0;278887,0;32744000,0;896086000,0;4221977000,0;2528168000,0;1693809000,0;983242000,0;710567000,0;0,40118859008469254
WZ08-222;Herstellung von Kunststoffwaren;2020,0;September;1745,0;279562,0;36656000,0;909334000,0;4935838000,0;2945680000,0;1990159000,0;1191953000,0;798205000,0;0,4032058993832456
WZ08-222;Herstellung von Kunststoffwaren;2020,0;Oktober;1742,0;278668,0;37274000,0;936021000,0;5099140000,0;3037374000,0;2061766000,0;1233565000,0;828201000,0;0,4043360252905392
WZ08-222;Herstellung von Kunststoffwaren;2020,0;November;1741,0;278098,0;37017000,0;1238216000,0;5071123000,0;3034074000,0;2037049000,0;1225093000,0;811956000,0;0,4016958373914417
WZ08-222;Herstellung von Kunststoffwaren;2020,0;Dezember;1741,0;276903,0;31558000,0;994838000,0;3982387000,0;2384560000,0;1597828000,0;900190000,0;697638000,0;0,4012236882050891
WZ08-222;Herstellung von Kunststoffwaren;2021,0;Januar;1677,0;274288,0;35028000,0;916081000,0;4530826000,0;2609079000,0;1921747000,0;1116048000,0;805698000,0;0,4241493714391151
WZ08-222;Herstellung von Kunststoffwaren;2021,0;Februar;1676,0;274836,0;35933000,0;913609000,0;4820240000,0;2796695000,0;2023546000,0;1147466000,0;876079000,0;0,4198019185766684
WZ08-222;Herstellung von Kunststoffwaren;2021,0;März;1682,0;275932,0;39841000,0;966118000,0;5818770000,0;3433210000,0;2385560000,0;1365852000,0;1019708000,0;0,4099766789201154
WZ08-222;Herstellung von Kunststoffwaren;2021,0;April;1682,0;275851,0;36038000,0;978264000,0;5256072000,0;3086394000,0;2169678000,0;1241762000,0;927916000,0;0,4127945735903161
WZ08-222;Herstellung von Kunststoffwaren;2021,0;Mai;1681,0;275881,0;34172000,0;979216000,0;5111246000,0;2990279000,0;2120967000,0;1213814000,0;907153000,0;0,4149608529896624
WZ08-222;Herstellung von Kunststoffwaren;2021,0;Juni;1680,0;276150,0;36493000,0;1048460000,0;5579926000,0;3283187000,0;2296739000,0;1310472000,0;986267000,0;0,41160742991932153
WZ08-222;Herstellung von Kunststoffwaren;2021,0;Juli;1680,0;276768,0;36012000,0;978135000,0;5417043000,0;3236854000,0;2180189000,0;1227506000,0;952683000,0;0,402468468498404
WZ08-222;Herstellung von Kunststoffwaren;2021,0;August;1679,0;278083,0;33772000,0;937636000,0;4999340000,0;2977767000,0;2021574000,0;1089281000,0;932293000,0;0,4043681765993111
WZ08-222;Herstellung von Kunststoffwaren;2021,0;September;1677,0;278907,0;36223000,0;934531000,0;5478359000,0;3236718000,0;2241641000,0;1271212000,0;970429000,0;0,4091811069701712
WZ08-222;Herstellung von Kunststoffwaren;2021,0;Oktober;1676,0;278194,0;35642000,0;939651000,0;5358129000,0;3173506000,0;2184623000,0;1251131000,0;933492000,0;0,4077212400074728
WZ08-222;Herstellung von Kunststoffwaren;2021,0;November;1677,0;278181,0;36862000,0;1267156000,0;5621674000,0;3315557000,0;2306117000,0;1321234000,0;984883000,0;0,41021891344108535
WZ08-222;Herstellung von Kunststoffwaren;2021,0;Dezember;1676,0;277255,0;31515000,0;997085000,0;4345694000,0;2557971000,0;1787723000,0;979020000,0;808704000,0;0,41137802155420977
WZ08-222;Herstellung von Kunststoffwaren;2022,0;Januar;1669,0;276873,0;35583000,0;942316000,0;5338187000,0;3043882000,0;2294305000,0;1321789000,0;972516000,0;0,42979105078184787
WZ08-222;Herstellung von Kunststoffwaren;2022,0;Februar;1698,0;278966,0;35813000,0;955706000,0;5570916000,0;3235393000,0;2335523000,0;1342164000,0;993359000,0;0,41923500551794357
WZ08-222;Herstellung von Kunststoffwaren;2022,0;März;1702,0;279612,0;39347000,0;1007030000,0;6451757000,0;3782585000,0;2669172000,0;1533549000,0;1135623000,0;0,41371241973310524
WZ08-222;Herstellung von Kunststoffwaren;2022,0;April;1702,0;279488,0;34502000,0;1011253000,0;5715717000,0;3338480000,0;2377237000,0;1376124000,0;1001113000,0;0,4159122993668161
WZ08-222;Herstellung von Kunststoffwaren;2022,0;Mai;1702,0;279850,0;36977000,0;1039163000,0;6227093000,0;3621745000,0;2605349000,0;1519645000,0;1085703000,0;0,41838928694336186
WZ08-222;Herstellung von Kunststoffwaren;2022,0;Juni;1701,0;280611,0;35339000,0;1077103000,0;6085140000,0;3542290000,0;2542850000,0;1477781000,0;1065069000,0;0,4178786354956501
WZ08-222;Herstellung von Kunststoffwaren;2022,0;Juli;1701,0;280291,0;34816000,0;1009569000,0;5722789000,0;3385218000,0;2337571000,0;1317603000,0;1019968000,0;0,4084670953271211
WZ08-222;Herstellung von Kunststoffwaren;2022,0;August;1698,0;281401,0;35307000,0;985236000,0;5670714000,0;3385862000,0;2284852000,0;1239283000,0;1045568000,0;0,40292139578896063
WZ08-222;Herstellung von Kunststoffwaren;2022,0;September;1698,0;282272,0;36740000,0;999684000,0;6104603000,0;3599490000,0;2505113000,0;1439261000,0;1065852000,0;0,41036460520037094
WZ08-222;Herstellung von Kunststoffwaren;2022,0;Oktober;1698,0;281386,0;34807000,0;990209000,0;5648446000,0;3317332000,0;2331114000,0;1319750000,0;1011364000,0;0,4127000594499797
WZ08-222;Herstellung von Kunststoffwaren;2022,0;November;1697,0;280674,0;37419000,0;1334620000,0;5997741000,0;3550863000,0;2446878000,0;1416325000,0;1030553000,0;0,4079665994246834
WZ08-222;Herstellung von Kunststoffwaren;2022,0;Dezember;1698,0;279157,0;30665000,0;1060645000,0;4428934000,0;2591053000,0;1837881000,0;1020098000,0;817783000,0;0,4149714129856078
WZ08-222;Herstellung von Kunststoffwaren;2023,0;Januar;1686,0;277983,0;36795000,0;1026343000,0;5522852000,0;3180792000,0;2342061000,0;1377510000,0;964551000,0;0,424067311599152
WZ08-222;Herstellung von Kunststoffwaren;2023,0;Februar;1687,0;277627,0;35424000,0;989677000,0;5529198000,0;3190663000,0;2338535000,0;1358613000,0;979921000,0;0,4229428933454725
WZ08-222;Herstellung von Kunststoffwaren;2023,0;März;1718,0;279470,0;39428000,0;1054031000,0;6351258000,0;3702352000,0;2648906000,0;1567516000,0;1081390000,0;0,4170679257558109
WZ08-222;Herstellung von Kunststoffwaren;2023,0;April;1717,0;278474,0;32856000,0;1039008000,0;5153491000,0;2980677000,0;2172814000,0;1265023000,0;907791000,0;0,42161983013068227
WZ08-222;Herstellung von Kunststoffwaren;2023,0;Mai;1716,0;277491,0;35148000,0;1073881000,0;5563780000,0;3241954000,0;2321826000,0;1374203000,0;947623000,0;0,4173108929540708
WZ08-222;Herstellung von Kunststoffwaren;2023,0;Juni;1713,0;276872,0;35324000,0;1111368000,0;5753019000,0;3339982000,0;2413037000,0;1420932000,0;992105000,0;0,4194383853069145
WZ08-222;Herstellung von Kunststoffwaren;2023,0;Juli;1711,0;276151,0;34248000,0;1040808000,0;5231863000,0;3094425000,0;2137438000,0;1224275000,0;913163000,0;0,4085424255184052
WZ08-222;Herstellung von Kunststoffwaren;2023,0;August;1710,0;276491,0;34573000,0;1021736000,0;5236651000,0;3086931000,0;2149720000,0;1183691000,0;966029000,0;0,41051427715919964
WZ08-222;Herstellung von Kunststoffwaren;2023,0;September;1708,0;276625,0;34673000,0;1003104000,0;5384791000,0;3126871000,0;2257920000,0;1312160000,0;945761000,0;0,4193143243628211
WZ08-222;Herstellung von Kunststoffwaren;2023,0;Oktober;1707,0;275319,0;34571000,0;1025385000,0;5447944000,0;3177542000,0;2270403000,0;1312145000,0;958257000,0;0,41674492248819006
WZ08-222;Herstellung von Kunststoffwaren;2023,0;November;1706,0;274018,0;36222000,0;1355904000,0;5544759000,0;3200590000,0;2344168000,0;1358371000,0;985797000,0;0,42277184635076115
WZ08-222;Herstellung von Kunststoffwaren;2023,0;Dezember;1706,0;272209,0;28577000,0;1052826000,0;3869474000,0;2216433000,0;1653041000,0;914641000,0;738400000,0;0,4272004411969172
WZ08-222;Herstellung von Kunststoffwaren;2024,0;Januar;1682,0;271224,0;36029000,0;1048869000,0;5177487000,0;2876647000,0;2300840000,0;1337913000,0;962927000,0;0,44439319693125257
WZ08-222;Herstellung von Kunststoffwaren;2024,0;Februar;1693,0;272053,0;35764000,0;1034400000,0;5384181000,0;3048503000,0;2335677000,0;1335883000,0;999794000,0;0,43380358126890606
WZ08-222;Herstellung von Kunststoffwaren;2024,0;März;1706,0;271981,0;34670000,0;1041429000,0;5399680000,0;3094875000,0;2304805000,0;1325147000,0;979658000,0;0,4268410350242977
WZ08-222;Herstellung von Kunststoffwaren;2024,0;April;1710,0;271591,0;35857000,0;1072415000,0;5601936000,0;3218513000,0;2383423000,0;1385196000,0;998227000,0;0,4254641609614962
WZ08-222;Herstellung von Kunststoffwaren;2024,0;Mai;1708,0;270908,0;32657000,0;1072313000,0;5123195000,0;2900935000,0;2222260000,0;1299368000,0;922891000,0;0,4337644770499659
WZ08-222;Herstellung von Kunststoffwaren;2024,0;Juni;1708,0;270225,0;33631000,0;1126544000,0;5346582000,0;3047898000,0;2298684000,0;1339727000,0;958957000,0;0,4299352371290668
WZ08-222;Herstellung von Kunststoffwaren;2024,0;Juli;1705,0;270029,0;35497000,0;1068052000,0;5433153000,0;3157803000,0;2275351000,0;1302238000,0;973112000,0;0,4187901573911134
WZ08-222;Herstellung von Kunststoffwaren;2024,0;August;1705,0;270282,0;32659000,0;1023713000,0;4901783000,0;2855518000,0;2046265000,0;1111342000,0;934924000,0;0,4174532001926646
WZ08-222;Herstellung von Kunststoffwaren;2024,0;September;1703,0;270339,0;34072000,0;1024124000,0;5235114000,0;3010355000,0;2224760000,0;1271833000,0;952926000,0;0,42496877813931083
WZ08-222;Herstellung von Kunststoffwaren;2024,0;Oktober;1703,0;269698,0;35147000,0;1051375000,0;5439838000,0;3101393000,0;2338444000,0;1361707000,0;976737000,0;0,42987383080157904
WZ08-222;Herstellung von Kunststoffwaren;2024,0;November;1700,0;268613,0;34424000,0;1358969000,0;5219815000,0;2994819000,0;2224996000,0;1276709000,0;948287000,0;0,42625955134425264
WZ08-222;Herstellung von Kunststoffwaren;2024,0;Dezember;1699,0;266757,0;27944000,0;1061090000,0;3793704000,0;2153384000,0;1640320000,0;897438000,0;742882000,0;0,4323795425262488
WZ08-222;Herstellung von Kunststoffwaren;2025,0;Januar;1643,0;263388,0;34431000,0;1028760000,0;5076118000,0;2829116000,0;2247002000,0;1315877000,0;931125000,0;0,4426614984127635
WZ08-222;Herstellung von Kunststoffwaren;2025,0;Februar;1652,0;263904,0;33390000,0;1018628000,0;5126239000,0;2865237000,0;2261002000,0;1302770000,0;958232000,0;0,44106449192088
WZ08-222;Herstellung von Kunststoffwaren;2025,0;März;1664,0;264342,0;34856000,0;1040602000,0;5491008000,0;3101463000,0;2389546000,0;1378510000,0;1011035000,0;0,43517437964031375
WZ08-222;Herstellung von Kunststoffwaren;2025,0;April;1663,0;263842,0;33577000,0;1078208000,0;5329207000,0;3030839000,0;2298368000,0;1337618000,0;960751000,0;0,43127767414551543
WZ08-222;Herstellung von Kunststoffwaren;2025,0;Mai;1663,0;263300,0;33103000,0;1082244000,0;5228720000,0;2971840000,0;2256880000,0;1309811000,0;947069000,0;0,43163145090959165
WZ08-222;Herstellung von Kunststoffwaren;2025,0;Juni;1663,0;263116,0;31824000,0;1134258000,0;5149788000,0;2905060000,0;2244728000,0;1303106000,0;941622000,0;0,4358874578914705
WZ08-222;Herstellung von Kunststoffwaren;2025,0;Juli;1660,0;263095,0;35085000,0;1086412000,0;5490568000,0;3198009000,0;2292560000,0;1307224000,0;985336000,0;0,4175451428704644
WZ08-222;Herstellung von Kunststoffwaren;2025,0;August;1660,0;263783,0;31007000,0;1033217000,0;4754561000,0;2759312000,0;1995250000,0;1097540000,0;897710000,0;0,4196496795392887
WZ08-222;Herstellung von Kunststoffwaren;2025,0;September;1656,0;263756,0;34278000,0;1039704000,0;5443342000,0;3107917000,0;2335424000,0;1347362000,0;988062000,0;0,42904230526026105
WZ08-222;Herstellung von Kunststoffwaren;2025,0;Oktober;1654,0;262848,0;34687000,0;1058754000,0;5547306000,0;3149018000,0;2398288000,0;1399467000,0;998821000,0;0,43233382113768376
WZ08-222;Herstellung von Kunststoffwaren;2025,0;November;1654,0;261869,0;33286000,0;1365429000,0;5196273000,0;2974822000,0;2221451000,0;1279605000,0;941846000,0;0,42750852389780136
WZ08-222;Herstellung von Kunststoffwaren;2025,0;Dezember;1648,0;260156,0;28167000,0;1071520000,0;3901814000,0;2207058000,0;1694756000,0;943930000,0;750825000,0;0,434350791708677
WZ08-222;Herstellung von Kunststoffwaren;2026,0;Januar;1622,0;260348,0;32641000,0;1037131000,0;4869912000,0;2704419000,0;2165494000,0;1281548000,0;883946000,0;0,44466799400071294
WZ08-222;Herstellung von Kunststoffwaren;2026,0;Februar;1630,0;260564,0;32913000,0;1029737000,0;5031218000,0;2800890000,0;2230329000,0;1309971000,0;920358000,0;0,44329802445451577
WZ08-222;Herstellung von Kunststoffwaren;2026,0;März;1643,0;261505,0;35787000,0;1073846000,0;5802640000,0;3304669000,0;2497971000,0;1475321000,0;1022650000,0;0,4304887085878152
WZ08-222;Herstellung von Kunststoffwaren;2026,0;April;1641,0;260478,0;33399000,0;1086290000,0;5606986000,0;3144934000,0;2462052000,0;1459553000,0;1002500000,0;0,4391043601678335
WZ08-222;Herstellung von Kunststoffwaren;2026,0;Mai;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-222;Herstellung von Kunststoffwaren;2026,0;Juni;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-222;Herstellung von Kunststoffwaren;2026,0;Juli;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-222;Herstellung von Kunststoffwaren;2026,0;August;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-222;Herstellung von Kunststoffwaren;2026,0;September;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-222;Herstellung von Kunststoffwaren;2026,0;Oktober;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-222;Herstellung von Kunststoffwaren;2026,0;November;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-222;Herstellung von Kunststoffwaren;2026,0;Dezember;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
WZ08-2221;H.v. Platten, Folien usw aus Kunststoffen;2015,0;Januar;374,0;68455,0;9139000,0;231816000,0;1457391000,0;717478000,0;739912000,0;432521000,0;307391000,0;0,5076962874067426
