Jahr;Import/Export;Maßeinheit;WZ;Kennzahl;Polymerart/Packmittel;Warenverzeichnis;Warennummer;Monat;relative Veränderung zum Vorjahr/Vorjahresmonat/Vorjahresquartal;Jahr-Monat
2017,0;Ausfuhr;Tsd. EUR;2221;43170,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Dezember;15,06170207095072;2017-Dezember
2017,0;Ausfuhr;Tsd. EUR;2221;52715,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Februar;2,99318132973839;2017-Februar
2017,0;Ausfuhr;Tsd. EUR;2221;48969,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Januar;17,248892613432297;2017-Januar
2017,0;Ausfuhr;Tsd. EUR;2221;56157,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Juli;4,52286559830253;2017-Juli
2017,0;Ausfuhr;Tsd. EUR;2221;57805,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Juni;1,68343653250774;2017-Juni
2017,0;Ausfuhr;Tsd. EUR;2221;59407,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Mai;7,94992004651839;2017-Mai
2017,0;Ausfuhr;Tsd. EUR;2221;60541,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;März;12,703613381238716;2017-März
2017,0;Ausfuhr;Tsd. EUR;2221;54585,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;November;0,6360619469026549;2017-November
2017,0;Ausfuhr;Tsd. EUR;2221;60173,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Oktober;21,074870721744905;2017-Oktober
2017,0;Ausfuhr;Tsd. EUR;2221;53538,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;September;-13,343692337574051;2017-September
2018,0;Ausfuhr;Tsd. EUR;2221;58424,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;April;6,436392122570185;2018-April
2018,0;Ausfuhr;Tsd. EUR;2221;57468,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;August;3,220475976650202;2018-August
2018,0;Ausfuhr;Tsd. EUR;2221;38949,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Dezember;-9,777623349548298;2018-Dezember
2018,0;Ausfuhr;Tsd. EUR;2221;54801,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Februar;3,95712795219577;2018-Februar
2018,0;Ausfuhr;Tsd. EUR;2221;52595,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Januar;7,404684596377301;2018-Januar
2018,0;Ausfuhr;Tsd. EUR;2221;62993,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Juli;12,17301494025678;2018-Juli
2018,0;Ausfuhr;Tsd. EUR;2221;58872,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Juni;1,845861084681256;2018-Juni
2018,0;Ausfuhr;Tsd. EUR;2221;58183,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Mai;-2,060363256855253;2018-Mai
2018,0;Ausfuhr;Tsd. EUR;2221;54976,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;März;-9,192117738392165;2018-März
2018,0;Ausfuhr;Tsd. EUR;2221;55805,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;November;2,2350462581295227;2018-November
2018,0;Ausfuhr;Tsd. EUR;2221;61184,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Oktober;1,6801555514931947;2018-Oktober
2018,0;Ausfuhr;Tsd. EUR;2221;53003,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;September;-0,9992902237662968;2018-September
2019,0;Ausfuhr;Tsd. EUR;2221;57247,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;April;-2,0145830480624403;2019-April
2019,0;Ausfuhr;Tsd. EUR;2221;50956,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;August;-11,331523630542216;2019-August
2019,0;Ausfuhr;Tsd. EUR;2221;39036,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Dezember;0,2233690210274975;2019-Dezember
2019,0;Ausfuhr;Tsd. EUR;2221;53166,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Februar;-2,9835221985000278;2019-Februar
2019,0;Ausfuhr;Tsd. EUR;2221;52393,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Januar;-0,3840669265139271;2019-Januar
2019,0;Ausfuhr;Tsd. EUR;2221;58272,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Juli;-7,494483514041243;2019-Juli
2019,0;Ausfuhr;Tsd. EUR;2221;57569,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Juni;-2,213276260361462;2019-Juni
2019,0;Ausfuhr;Tsd. EUR;2221;61159,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Mai;5,114896103672894;2019-Mai
2019,0;Ausfuhr;Tsd. EUR;2221;63729,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;März;15,921493015133878;2019-März
2019,0;Ausfuhr;Tsd. EUR;2221;52135,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;November;-6,576471642325957;2019-November
2019,0;Ausfuhr;Tsd. EUR;2221;58095,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Oktober;-5,048705543933055;2019-Oktober
2019,0;Ausfuhr;Tsd. EUR;2221;52965,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;September;-0,0716940550534875;2019-September
2020,0;Ausfuhr;Tsd. EUR;2221;51416,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;April;-10,185686586196658;2020-April
2020,0;Ausfuhr;Tsd. EUR;2221;44162,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;August;-13,3330716696758;2020-August
2020,0;Ausfuhr;Tsd. EUR;2221;39679,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Dezember;1,6471974587560203;2020-Dezember
2020,0;Ausfuhr;Tsd. EUR;2221;51838,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Februar;-2,497836963472896;2020-Februar
2020,0;Ausfuhr;Tsd. EUR;2221;48667,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Januar;-7,111637050751055;2020-Januar
2020,0;Ausfuhr;Tsd. EUR;2221;51538,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Juli;-11,556150466776495;2020-Juli
2020,0;Ausfuhr;Tsd. EUR;2221;58094,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Juni;0,9119491392937172;2020-Juni
2020,0;Ausfuhr;Tsd. EUR;2221;46465,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Mai;-24,0258997040501;2020-Mai
2020,0;Ausfuhr;Tsd. EUR;2221;58828,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;März;-7,690376437728506;2020-März
2020,0;Ausfuhr;Tsd. EUR;2221;52396,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;November;0,5006233816054474;2020-November
2020,0;Ausfuhr;Tsd. EUR;2221;51071,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Oktober;-12,090541354677685;2020-Oktober
2020,0;Ausfuhr;Tsd. EUR;2221;54398,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;September;2,7055602756537334;2020-September
2021,0;Ausfuhr;Tsd. EUR;2221;59916,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;April;16,53181888906177;2021-April
2021,0;Ausfuhr;Tsd. EUR;2221;55658,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;August;26,0314297359721;2021-August
2021,0;Ausfuhr;Tsd. EUR;2221;56825,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Dezember;43,21177449028453;2021-Dezember
2021,0;Ausfuhr;Tsd. EUR;2221;61953,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Februar;19,512712681816428;2021-Februar
2021,0;Ausfuhr;Tsd. EUR;2221;48161,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Januar;-1,03971890603489;2021-Januar
2021,0;Ausfuhr;Tsd. EUR;2221;67471,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Juli;30,91505297062362;2021-Juli
2021,0;Ausfuhr;Tsd. EUR;2221;69672,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Juni;19,929768995076945;2021-Juni
2021,0;Ausfuhr;Tsd. EUR;2221;67672,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Mai;45,64080490691919;2021-Mai
2021,0;Ausfuhr;Tsd. EUR;2221;69473,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;März;18,09512477051744;2021-März
2021,0;Ausfuhr;Tsd. EUR;2221;73449,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;November;40,1805481334453;2021-November
2021,0;Ausfuhr;Tsd. EUR;2221;72031,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Oktober;41,0409038397525;2021-Oktober
2021,0;Ausfuhr;Tsd. EUR;2221;66821,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;September;22,837236663112613;2021-September
2022,0;Ausfuhr;Tsd. EUR;2221;75637,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;April;26,238400427264835;2022-April
2022,0;Ausfuhr;Tsd. EUR;2221;69389,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;August;24,670307952136262;2022-August
2022,0;Ausfuhr;Tsd. EUR;2221;51534,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Dezember;-9,311042674879015;2022-Dezember
2022,0;Ausfuhr;Tsd. EUR;2221;69024,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Februar;11,41349087211273;2022-Februar
2022,0;Ausfuhr;Tsd. EUR;2221;70206,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Januar;45,77355121363759;2022-Januar
2022,0;Ausfuhr;Tsd. EUR;2221;68337,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Juli;1,2835143987787343;2022-Juli
2022,0;Ausfuhr;Tsd. EUR;2221;75602,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Juni;8,511310138936732;2022-Juni
2022,0;Ausfuhr;Tsd. EUR;2221;84089,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Mai;24,25966426291524;2022-Mai
2022,0;Ausfuhr;Tsd. EUR;2221;83577,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;März;20,30141205936119;2022-März
2022,0;Ausfuhr;Tsd. EUR;2221;70081,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;November;-4,58549469700064;2022-November
2022,0;Ausfuhr;Tsd. EUR;2221;66515,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;Oktober;-7,657813996751399;2022-Oktober
2022,0;Ausfuhr;Tsd. EUR;2221;76032,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;September;13,784588677212254;2022-September
2023,0;Ausfuhr;Tsd. EUR;2221;60832,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;April;-19,573753586207808;2023-April
2023,0;Ausfuhr;Tsd. EUR;2221;58643,0;Verpackungen aus Ethylencopolymere/Sonstige;WA39201040 Tafeln, Folien u.a., Polymere d.Ethylens,<=0,125mm+WA39201081 Synthetischer Papierhalbstoff aus Polyethylen+WA39201089 Tafeln, Folien u.a., Polymere d.Ethylens, <0,125mm;39201040+39201081+39201089;August;-15,48660450503682;2023-August
